num1,city,gu,roadname,where,address,latitude,longitude
대전-서구-10,대전광역시,서구,배재로 162-1,,대전광역시 서구 도마동25-5,36.323032199999815,127.37027800000004
대전-서구-11,대전광역시,서구,가장로 106,래미안@201동앞(승강장),대전광역시 서구 가장로 106,36.33421411441956,127.38789546591475
대전-서구-12,대전광역시,서구,도산로 206,승강장,대전광역시 서구 변동31-9(승강장),36.326497070223404,127.379838608929
대전-서구-13,대전광역시,서구,도산로 161,승강장,대전광역시 서구 변동61-21(승강장),36.32293396468026,127.378084031699
대전-서구-14,대전광역시,서구,동서대로 1001-1,,대전광역시 서구 내동25-8,36.3332158819178,127.37280143414014
대전-서구-15,대전광역시,서구,가장로 106,래미안@ 113동 앞,대전광역시 서구 가장동 래미안@ 113동 앞,36.33231596866155,127.38308845739441
대전-서구-16,대전광역시,서구,배재로 134,,대전광역시 서구 도마1동 210,36.32055884346418,127.37062250178177
대전-서구-17,대전광역시,서구,대덕대로 150 ,경성큰마을 정문,대전광역시 서구 갈마동 경성큰마을 정문,36.34579026970732,127.37473283501117
대전-서구-18,대전광역시,서구,대덕대로162번길 11,,대전광역시 서구 갈마동 1434,36.347647551645565,127.3773234218193
대전-서구-19,대전광역시,서구,갈마로 297,,대전광역시 서구 가장동 40-23,36.33034708680885,127.38302869959074
대전-서구-20,대전광역시,서구,갈마로 330,,대전광역시 서구 가장동 33-6,36.32872653884498,127.38743391031016
대전-서구-21,대전광역시,서구,동서대로1064번길 4,,대전광역시 서구 변동 15-11,36.3298286847323,127.37885798002137
대전-서구-22,대전광역시,서구,대덕대로 325,,대전광역시 서구 월평동243,36.3617604622463,127.37929403246827
대전-서구-23,대전광역시,서구,청사서로 29,,대전광역시 서구 월평동266-1,36.35994602858809,127.37599006481653
대전-서구-24,대전광역시,서구,한밭대로 713,,대전광역시 서구 월평동282-1,36.35900515789267,127.37928344816522
대전-서구-25,대전광역시,서구,청사로 65,,대전광역시 서구 월평동302,36.35991203276513,127.3710095546823
대전-서구-26,대전광역시,서구,청사로 27-9,서부소방서승강장,대전광역시 서구 월평동310(서부소방서승강장),36.359926642031105,127.3662743934773
대전-서구-27,대전광역시,서구,월평동로 45,진달래@승강장,대전광역시 서구 월평동312-1(진달래@승강장),36.359767621883556,127.3652318996439
대전-서구-28,대전광역시,서구,월평중로 55,은뜰공원승강장,대전광역시 서구 월평동313(은뜰공원승강장),36.35869459148416,127.3624804952575
대전-서구-29,대전광역시,서구,월평중로3번길 40,월평육교승강장,대전광역시 서구 월평동951(월평육교승강장),36.3541304934396,127.36162098136647
대전-서구-30,대전광역시,서구,계룡로 356-1,,대전광역시 서구 갈마동293-4,36.35351269165951,127.36768986334397
대전-서구-31,대전광역시,서구,신갈마로 102,갈마@승강장,대전광역시 서구 갈마동407(갈마@승강장),36.342507410534644,127.37122774093648
대전-서구-32,대전광역시,서구,대덕대로135번길 59,한밭고.갈마중입구(갈마아파트 3단지 방면 / 대전광역시 서구 갈마동397-1),대전광역시 서구 갈마동693,36.346757152929676,127.36954908701057
대전-서구-33,대전광역시,서구,갈마로 59,,대전광역시 서구 갈마동361-4,36.34677026171686,127.36938984918733
대전-서구-34,대전광역시,서구,대덕대로 137,,대전광역시 서구 갈마동1129-2,36.345830348598255,127.37488397009298
대전-서구-35,대전광역시,서구,대덕대로 211,,대전광역시 서구 둔산동1036,36.35180727672381,127.37706943669033
대전-서구-36,대전광역시,서구,대덕대로 255,하이마트 앞 승강장,대전광역시 서구 둔산동962(하이마트 앞 승강장),36.355292954064545,127.37936793570535
대전-서구-37,대전광역시,서구,대덕대로 255,하이마트 옆 승강장,대전광역시 서구 둔산동962(하이마트 옆 승강장),36.355889430659275,127.3788315989821
대전-서구-38,대전광역시,서구,둔산북로 41,,대전광역시 서구 둔산동959-2,36.355889430659275,127.3788315989821
대전-서구-39,대전광역시,서구,대덕대로 179,계룡4가,대전광역시 서구 둔산동1110(계룡4가),36.34919318305159,127.37614333587068
대전-서구-40,대전광역시,서구,대덕대로 195,현대생명앞승강장,대전광역시 서구 둔산동1043(현대생명앞승강장),36.35057845904345,127.37808842621587
대전-서구-41,대전광역시,서구,관저북로 52,대자연@정문,대전광역시 서구 관저1동 대자연@정문,36.30685713488014,127.33702821365709
대전-서구-42,대전광역시,서구,관저북로 52,대자연@후문,대전광역시 서구 관저1동 대자연@후문,36.3046934469367,127.33860436604105
대전-서구-43,대전광역시,서구,관저동로 162,건양대입구(건양프라자 앞),대전광역시 서구 관저1동 건양대입구(건양프라자 앞),36.30679621682419,127.34071558738435
대전-서구-44,대전광역시,서구,관저로 84,구봉마을 814동 앞,대전광역시 서구 관저2동 구봉마을 814동 앞,36.298962064975356,127.33212687457298
대전-서구-45,대전광역시,서구,관저로 84,구봉마을 810동 옆,대전광역시 서구 관저2동 구봉마을 810동 옆,36.29632196100518,127.33134530130249
대전-서구-46,대전광역시,서구,관저로 83,신선마을 201동(관저지하도 입구),대전광역시 서구 관저2동 신선마을 201동(관저지하도 입구),36.3012509832575,127.3295536344956
대전-서구-47,대전광역시,서구,관저동로 70,,대전광역시 서구 관저2동 1495,36.298163114158946,127.3406335069176
대전-서구-48,대전광역시,서구,도안동로31번길 11-25,중앙 버스정류장(가수원4거리-목원대입구도로),대전광역시 서구 도안동로31번길 11-25,36.30671504667674,127.35254861102989
대전-서구-49,대전광역시,서구,유등로 135 ,오량실내테니스장 옆,대전광역시 서구 복수동 오량실내체육관 옆,36.30427580622611,127.37925874740637
대전-서구-50,대전광역시,서구,복수서로 50 ,삼익목화@ 102동 옆,대전광역시 서구 복수동 삼익목화@ 102동 옆,36.30944456682532,127.37366752133073
대전-서구-51,대전광역시,서구,배재로 155-7 ,경남@4거리,대전광역시 서구 도마동 경남@4거리,36.322075486839644,127.37019982045386
대전-서구-52,대전광역시,서구,도산로 433,,대전광역시 서구 용문동 228-24,36.34139965972158,127.39735474932294
대전-서구-53,대전광역시,서구,도산로410,,대전광역시 서구 용문동 도산로410,36.33972712014679,127.39516749803147
대전-서구-54,대전광역시,서구,계룡로 655,,대전광역시 서구 용문동 계룡로655,36.33749518,127.3942745
대전-서구-55,대전광역시,서구,대전광역시 서구 탄방동 1450,탄방동 서부농협 승강장,대전광역시 서구 탄방동 서부농협 승강장,36.34235213,127.3875904
대전-서구-56,대전광역시,서구,문정로 20,,대전광역시 서구 탄방동603,36.34594291142422,127.38202451486086
대전-서구-57,대전광역시,서구,둔산남로 190,,대전광역시 서구 탄방동1268,36.348854014967685,127.3984871418729
대전-서구-58,대전광역시,서구,문정로90번길 60,한우리아파트 정거장,대전광역시 서구 탄방동 한우리@,36.34676610000011,127.38867619999992
대전-서구-59,대전광역시,서구,둔산로74번길 20,둔산초등학교 정거장,대전광역시 서구 탄방동 둔산초교,36.348562700000166,127.38299150000003
대전-서구-60,대전광역시,서구,둔산동 1551,법원.검찰청 정류장(32480 사학연금회관방면 / 변호사회관 승강장),대전광역시 서구 둔산동 변호사회관 승강장,36.35435058,127.3903906
대전-서구-61,대전광역시,서구,둔산동 가람@ 5동 앞 승강장,,대전광역시 서구 둔산동 가람@ 5동 앞 승강장,36.357632000000095,127.39632099999979
대전-서구-62,대전광역시,서구,둔산동 목련@ 303동,,대전광역시 서구 둔산동 목련@ 303동,36.35120466496439,127.39210449384865
대전-서구-63,대전광역시,서구,둔산동 국화@승강장,,대전광역시 서구 둔산동 국화@승강장,36.354207299999715,127.39529200000003
대전-서구-64,대전광역시,서구,둔산동 한마루@5동 앞 승강장,,대전광역시 서구 둔산동 한마루@5동 앞 승강장,36.35438730000017,127.39027999999962
대전-서구-65,대전광역시,서구,둔산동 1385 승강장,한밭초등학교 정류장,대전광역시 서구 둔산동 1385 승강장,36.35508071,127.3951167
대전-서구-66,대전광역시,서구,청사로 189 정부대전청사 시외버스정류장(선사유적지 맞은편),정부대전청사서문 정류장 왼쪽(둔산동 청사동문 시외버스승강장),대전광역시 서구 둔산동 청사동문 시외버스승강장,36.36185462,127.379753
대전-서구-67,대전광역시,서구,한밭대로 745,신협중앙회 대전충남지역본부 앞,대전광역시 서구 둔산동 949,36.35788021,127.3817083
대전-서구-68,대전광역시,서구,둔산동 청사동문쪽 시외버스승강장,청사로 189 과 동일,대전광역시 서구 둔산동 청사동문쪽 시외버스승강장,36.36144979999977,127.39022929999949
대전-서구-69,대전광역시,서구,한밭대로 733,둔산경찰서 정류장(32160 정부대전청사서문 방향) 앞,대전광역시 서구 둔산동 950,36.35858006,127.3796618
대전-서구-70,대전광역시,서구,둔산동 2154,가람아프트 정류장(32650 오정농수산물시장 방면 / 둔산동 한밭대로 재뜰4가 (육교쪽)),대전광역시 서구 둔산동 한밭대로 재뜰4가 (육교쪽),36.35754324,127.3962003
대전-서구-71,대전광역시,서구,둔산남로 46,한방병원 승강장,대전광역시 서구 둔산동1256(한방병원 승강장),36.34844809999986,127.3828800999998
대전-서구-72,대전광역시,서구,문정로 17,국민연금서대전지사 정류장(31030 탄방역.대전고용센터 방면),대전광역시 서구 둔산동 1241,36.34594278,127.3819765
대전-서구-73,대전광역시,서구,문정로 56,,대전광역시 서구 탄방동 659,36.346679518124695,127.38556445067954
대전-서구-74,대전광역시,서구,문정로 82,,대전광역시 서구 탄방동 750,36.346756301991164,127.38856812878407
대전-서구-75,대전광역시,서구,둔산서로 95,을지병원 옆,대전광역시 서구 둔산동 1306(을지병원 옆),36.354452472049154,127.38294232535962
대전-서구-76,대전광역시,서구,둔산로 59,,대전광역시 서구 둔산동 1275,36.351427035879205,127.3804637855879
대전-서구-77,대전광역시,서구,둔산동 서구청 옆 승강장,,대전광역시 서구 둔산동 서구청 옆 승강장,36.35584708120581,127.38419250675783
대전-서구-78,대전광역시,서구,둔산동 둔산경찰서 앞 승강장,,대전광역시 서구 둔산동 둔산경찰서 앞 승강장,36.358500574614276,127.37954393960324
대전-서구-79,대전광역시,서구,둔산동 교육청 앞 승강장,,대전광역시 서구 둔산동 교육청 앞 승강장,36.35126657764069,127.3849810262443
대전-서구-80,대전광역시,서구,대덕대로 198,,대전광역시 서구 둔산동1164,36.350524600000206,127.37805529999962
대전-서구-81,대전광역시,서구,둔산로 62,,대전광역시 서구 둔산동1171,36.35129729999977,127.38045589999963
대전-서구-82,대전광역시,서구,둔산동 1820,"청솔아파트 버스정류장(31300, 보라삼거리 방면)",대전광역시 서구 둔산동 1820,36.35123125,127.3973268
대전-서구-83,대전광역시,서구,둔산로 214,둔산동 1820과 중복,대전광역시 서구 둔산동 청솔상가 앞,36.3512300999996,127.39832539999937
대전-서구-84,대전광역시,서구,대덕대로 400,만년동 테크노월드 승강장,대전광역시 서구 만년동 테크노월드 승강장,36.36871865,127.3796967
대전-동구-1,대전광역시,동구,동대전로 319,중앙택시,대전광역시 동구 동대전로 319,36.34898253,127.4433794
대전-동구-2,대전광역시,동구,합내로 75,더치나인,대전광역시 동구 합내로 75,36.35039823,127.4405976
대전-동구-3,대전광역시,동구,우암로 355 건너편,택시회사,대전광역시 동구 우암로 355 건너편,36.35066353,127.4523622
대전-동구-4,대전광역시,동구,우암로 328,연세의원,대전광역시 동구 우암로 328,36.34839543,127.4510798
대전-동구-5,대전광역시,동구,우암로 240,가양치과,대전광역시 동구 우암로 240,36.34409333,127.4429473
대전-동구-6,대전광역시,동구,우암로 279,구기산업건설,대전광역시 동구 우암로 279,36.34604883,127.4471054
대전-동구-7,대전광역시,동구,우암로 286,행복누리,대전광역시 동구 우암로 286,36.34614493,127.4473146
대전-동구-8,대전광역시,동구,동대전로 263,그래그래피자,대전광역시 동구 동대전로 263,36.34451953,127.4465189
대전-동구-9,대전광역시,동구,동대전로 284,연합의원,대전광역시 동구 동대전로 284,36.34632643,127.4452372
대전-동구-10,대전광역시,동구,동대전로 287,고고성자원,대전광역시 동구 동대전로 287,36.34658213,127.444915
대전-동구-11,대전광역시,동구,동대전로 316,석갈비집,대전광역시 동구 동대전로 316,36.34862083,127.4438021
대전-동구-12,대전광역시,동구,우암로 353,왕손족발,대전광역시 동구 우암로 353,36.35048233,127.4522597
대전-동구-13,대전광역시,동구,우암로 325-1,또먹어도돼지,대전광역시 동구 우암로 325-1,36.34839543,127.4510798
대전-동구-14,대전광역시,동구,충정로 136,대주파크빌 103동 앞,대전광역시 동구 충정로 136,36.34278186781539,127.44786714978336
대전-동구-15,대전광역시,동구,대전로 486,빨래방,대전광역시 동구 대전로 486,36.30885463,127.4500828
대전-동구-16,대전광역시,동구,대전로 486,명신주택,대전광역시 동구 대전로 486,36.30885463,127.4500828
대전-동구-17,대전광역시,동구,대전로 473,명성부동산,대전광역시 동구 대전로 473,36.30801633,127.4509042
대전-동구-18,대전광역시,동구,은어송로 47,공인중개사,대전광역시 동구 은어송로 47,36.30567863,127.4549739
대전-동구-19,대전광역시,동구,은어송로 48,새마을금고,대전광역시 동구 은어송로 48,36.3056139,127.4548842
대전-동구-20,대전광역시,동구,동구청로 147,동구청 정문,대전광역시 동구 동구청로 147,36.3114168,127.4555863
대전-동구-21,대전광역시,동구,은어송로 46,엔제리너스커피,대전광역시 동구 은어송로 46,36.3056139,127.4548842
대전-동구-22,대전광역시,동구,계족로 148,아리따움,대전광역시 동구 계족로 148,36.32720105497262,127.44435221853766
대전-동구-23,대전광역시,동구,계족로140번길 46,인테리어,대전광역시 동구 계족로140번길 46,36.3261384,127.4472372
대전-동구-24,대전광역시,동구,동대전로 130-2,,대전광역시 동구 동대전로 130-2,36.33607483,127.4458423
대전-동구-25,대전광역시,동구,동대전로 59-1,정형외과,대전광역시 동구 동대전로 59-1,36.3288971,127.4414134
대전-동구-26,대전광역시,동구,계족로 137,새들뫼 휴먼시아 108동,대전광역시 동구 계족로 137,36.3281118,127.4431528
대전-동구-27,대전광역시,동구,동대전로110번길 164,파랑새식품,대전광역시 동구 동대전로110번길 164,36.33113628133129,127.45138233285356
대전-동구-28,대전광역시,동구,동대전로 62,순수스킨케어,대전광역시 동구 동대전로 62,36.32885853,127.4413031
대전-동구-29,대전광역시,동구,동대전로 99,뮤흐뮤흐,대전광역시 동구 동대전로 99,36.33128743,127.4440853
대전-동구-30,대전광역시,동구,동대전로 88-2,세븐일레븐,대전광역시 동구 동대전로 88-2,36.34286632,127.4479535
대전-동구-31,대전광역시,동구,대전로 248,복권편의점,대전광역시 동구 대전로 248,36.29058323,127.4631447
대전-동구-32,대전광역시,동구,동구청로 35,하늘채 3단지 정문,대전광역시 동구 동구청로 35,36.31141203,127.4555522
대전-동구-33,대전광역시,동구,대전로 874,중앙민속 예술학원,대전광역시 동구 대전로 874,36.33694133,127.4302066
대전-동구-34,대전광역시,동구,우암로 74,명창재단 지업사,대전광역시 동구 우암로 74,36.33675833,127.4266459
대전-동구-35,대전광역시,동구,솔랑길 12,삼성빌라 맞은편,대전광역시 동구 솔랑길 12,36.33943973,127.4334669
대전-동구-36,대전광역시,동구,대전로 896,감골오리,대전광역시 동구 대전로 896,36.33884613,127.4287175
대전-동구-37,대전광역시,동구,동서대로 1498-1,영진카서비스,대전광역시 동구 동서대로 1498-1,36.33981463,127.4202153
대전-동구-38,대전광역시,동구,동서대로1503번길 3,시은펫,대전광역시 동구 동서대로1503번길 3,36.33990563,127.4200515
대전-동구-39,대전광역시,동구,대전로 935,한밭자이아파트 정문,대전광역시 동구 대전로 935,36.34117333,127.4254691
대전-동구-40,대전광역시,동구,우암로 159,부모사랑 요양병원,대전광역시 동구 우암로 159,36.34029143,36.34029143
대전-동구-41,대전광역시,동구,동서대로 1688,빅플러스타워,대전광역시 동구 동서대로 1688,36.34921403,127.4372508
대전-동구-42,대전광역시,동구,계족로 276,천안골동품,대전광역시 동구 계족로 276,36.33707873,127.4385572
대전-동구-43,대전광역시,동구,계족로 123,충남중학교 버스터미널,대전광역시 동구 계족로 123,36.32447313,127.4457161
대전-동구-44,대전광역시,동구,동서대로 1719,갑띠방,대전광역시 동구 동서대로 1719,36.350263,127.43972
대전-동구-45,대전광역시,동구,한밭대로 1269,LG베스트샵,대전광역시 동구 한밭대로 1269,36.3550713,127.4374454
대전-동구-46,대전광역시,동구,동서대로 1673-1,아로마플라워,대전광역시 동구 동서대로 1673-1,36.348765,127.435483
대전-동구-47,대전광역시,동구,동서대로1683번길 33-11,산후조리원,대전광역시 동구 동서대로1683번길 33-11,36.348765,127.435483
대전-동구-48,대전광역시,동구,한밭대로 1231,글로벌자동차유리,대전광역시 동구 한밭대로 1231,36.3575356,127.4345268
대전-동구-49,대전광역시,동구,한밭대로 1291,아우벤 대전점,대전광역시 동구 한밭대로 1291,36.3533887,127.4394476
대전-동구-50,대전광역시,동구,한밭대로 1232,도디치 대전점,대전광역시 동구 한밭대로 1232,36.35345627,127.4395233
대전-동구-51,대전광역시,동구,대전로 771,주앙스파찜질방,대전광역시 동구 대전로 771,36.3283907,127.4341814
대전-동구-52,대전광역시,동구,동대전로 135,파리바게뜨,대전광역시 동구 동대전로 135,36.334164,36.334164
대전-동구-53,대전광역시,동구,동대전로 158-3,곰브라더스,대전광역시 동구 동대전로 158-3,36.33607483,127.4470308
대전-동구-54,대전광역시,동구,대전로 823,한송헤어샵,대전광역시 동구 대전로 823,36.33294123,127.4317913
대전-동구-55,대전광역시,동구,대전로 818,중부서점,대전광역시 동구 대전로 818,36.33264093,127.4320602
대전-동구-56,대전광역시,동구,대전로 829,더블유에스 제이점,대전광역시 동구 대전로 829,36.3333083,127.4316344
대전-동구-57,대전광역시,동구,대전로 814,김밥천국,대전광역시 동구 대전로 814,36.3320939,127.4322922
대전-동구-58,대전광역시,동구,대전로 832-2,진약국,대전광역시 동구 대전로 832-2,36.3333083,127.4316344
대전-동구-59,대전광역시,동구,중앙로 185,우리은행,대전광역시 동구 중앙로 185,36.3303160947452,127.4299034428976
대전-동구-60,대전광역시,동구,중앙로193번길 4,장준서아카데미,대전광역시 동구 중앙로193번길 4,36.33067513,36.33067513
대전-동구-61,대전광역시,동구,중앙로 206,다온제이,대전광역시 동구 중앙로 206,36.33090223,127.4319351
대전-동구-62,대전광역시,동구,대전로 577,청원종합장식,대전광역시 동구 대전로 577,36.31242390000022,127.44181439999929
대전-동구-63,대전광역시,동구,대전로 580,가가가 노래방기계대여,대전광역시 동구 대전로 580,36.31263093,127.4415524
대전-동구-64,대전광역시,동구,대전로 509,한국토지주택 충남본부,대전광역시 동구 대전로 509,36.31055993,127.4487243
대전-동구-65,대전광역시,동구,대전로 502,카로드,대전광역시 동구 대전로 502,36.30877973,127.4501596
대전-동구-66,대전광역시,동구,옥천로 190,GS25,대전광역시 동구 옥천로 190,36.31798743,127.4616303
대전-동구-67,대전광역시,동구,옥천로 157,판암역 3번출구,대전광역시 동구 옥천로 157,36.31711503,127.4587048
대전-동구-68,대전광역시,동구,옥천로 152-9,판암역 2번출구,대전광역시 동구 옥천로 152-9,36.31690873,36.31690873
대전-동구-69,대전광역시,동구,대전로 1012,친환경페인트,대전광역시 동구 대전로 1012,36.34599099999996,127.4188208999998
대전-동구-70,대전광역시,동구,계족로 42-1,공터,대전광역시 동구 계족로 42-1,36.3177363,127.4419558
대전-동구-71,대전광역시,동구,계족로 37,영성일약국,대전광역시 동구 계족로 37,36.31773629999959,127.4419557999993
대전-동구-72,대전광역시,동구,대전로 621-1,예성지갑,대전광역시 동구 대전로 621-1,36.3161289,127.4401344
대전-동구-73,대전광역시,동구,대전로 646,효동현대아파트 106동 앞,대전광역시 동구 대전로 646,36.3179089,127.4394904
대전-동구-74,대전광역시,동구,대학로 91,고향촌칼국수,대전광역시 동구 대학로 91,36.3377609,127.4574239
대전-동구-75,대전광역시,동구,대학로 62-67,스마트빌,대전광역시 동구 대학로 62-67,36.3381326,127.4575607
대전-동구-76,대전광역시,동구,대학로 43,전화위복,대전광역시 동구 대학로 43,36.3338267,127.4557214
대전-동구-77,대전광역시,동구,대학로 62-67,스마트빌,대전광역시 동구 대학로 62-67,36.3381326,127.4575607
대전-동구-78,대전광역시,동구,용운로 89,씨케이건설,대전광역시 동구 용운로 89,36.327385,127.4523794
대전-동구-79,대전광역시,동구,산내로 1280-1,원메밀막국수,대전광역시 동구 산내로 1280-1,36.2779377,127.4692952
대전-대덕구-1,대전광역시,대덕구,대화동 16-135,"대화동 육교, 오정동방면",대전광역시 대덕구 대화동 16-135,36.36626944,127.4190956
대전-대덕구-2,대전광역시,대덕구,대화동 37-9,"원명학교, 공단방면",대전광역시 대덕구 대화동 37-9,36.367827,127.415645
대전-대덕구-3,대전광역시,대덕구,대화동 530-4,"동아연필, 공구상가 후문방향",대전광역시 대덕구 대화동 530-4,36.368271,127.401667
대전-대덕구-4,대전광역시,대덕구,대화동 40-47,"대화동행정복지센터, 아모레퍼시픽 앞",대전광역시 대덕구 대화동 40-47,36.367286,127.411916
대전-대덕구-5,대전광역시,대덕구,대화동 4-1,"대화공단삼거리, 주유소 앞",대전광역시 대덕구 대화동 4-1,36.368182,127.420122
대전-대덕구-6,대전광역시,대덕구,대화동 561-10,"대화공단 삼거리, 주유소 건너편",대전광역시 대덕구 대화동 561-10,36.368496,127.419852
대전-대덕구-7,대전광역시,대덕구,대화동 40-81,"대화동행정복지센터, CU편의점 앞",대전광역시 대덕구 대화동 40-81,36.367354899999945,127.41175659999989
대전-대덕구-8,대전광역시,대덕구,신탄진로 232,와동농협와동지소 앞,대전광역시 대덕구 신탄진로 232,36.401110599999846,127.4228264999996
대전-대덕구-9,대전광역시,대덕구,오정동 275-8,"오정우체국, 대덕구청방면",대전광역시 대덕구 오정동 275-8,36.354486699999995,127.41508799999963
대전-대덕구-10,대전광역시,대덕구,오정동 243-5,"오정주민센터, 세종방면 BRT",대전광역시 대덕구 오정동 243-5,36.35162790000011,127.4116072000001
대전-대덕구-11,대전광역시,대덕구,오정동 10-106,"대전병원, 대전역방면",대전광역시 대덕구 오정동 10-106,36.36234279999974,127.41787939999963
대전-대덕구-12,대전광역시,대덕구,오정동 172-1,"한남대 정문, 한남오거리방면",대전광역시 대덕구 오정동 172-1,36.35141330000008,127.42255640000016
대전-대덕구-13,대전광역시,대덕구,오정동 172-7,"한남대학교, 평생교육원 앞",대전광역시 대덕구 오정동 172-7,36.35154299999973,127.42215500000022
대전-대덕구-14,대전광역시,대덕구,오정동 175-48,"대전신학대학교, 한남프라자 안경 앞",대전광역시 대덕구 오정동 175-48,36.351077600000075,127.42405249999949
대전-대덕구-15,대전광역시,대덕구,오정동 236-1,"한남대학교, 한남육교 밑 오정동방면",대전광역시 대덕구 오정동 236-1,36.35083240000028,127.41928969999994
대전-대덕구-16,대전광역시,대덕구,오정동 448-10,"한남오거리, 오정우체국방면",대전광역시 대덕구 오정동 448-10,36.34929649999963,127.41589680000006
대전-대덕구-17,대전광역시,대덕구,오정동 448-11,"한남오거리, 대덕구청방면",대전광역시 대덕구 오정동 448-11,36.3491656857275,127.41675582388737
대전-대덕구-18,대전광역시,대덕구,오정동 707,"신동아아파트, 농수산시장방면",대전광역시 대덕구 오정동 707,36.358129899999675,127.40949129999983
대전-대덕구-19,대전광역시,대덕구,오정동 707,"오정농수산시장, 둔산동방면",대전광역시 대덕구 오정동 707,36.35743379999997,127.40698450000001
대전-대덕구-20,대전광역시,대덕구,오정동 707,"오정농수산시장, 수정타운아파트삼거리방면",대전광역시 대덕구 오정동 707,36.358129899999675,127.40949129999983
대전-대덕구-21,대전광역시,대덕구,오정동 707,"오정농수산시장, 중리지구대방면",대전광역시 대덕구 오정동 707,36.3582605000002,127.41247389999947
대전-대덕구-22,대전광역시,대덕구,오정동 707,"화정초등학교, 운암빌딩 건너편",대전광역시 대덕구 오정동 707,36.357459199999916,127.40801160000008
대전-대덕구-23,대전광역시,대덕구,오정동 708,"한남오거리, 대덕구청방면",대전광역시 대덕구 오정동 708,36.354486699999995,127.41508799999963
대전-대덕구-24,대전광역시,대덕구,오정동 708,"오정네거리, 장원순대 앞",대전광역시 대덕구 오정동 708,36.35758550000009,127.41529309999997
대전-대덕구-25,대전광역시,대덕구,오정동 715,"농수산오거리, 대전역방면 BRT",대전광역시 대덕구 오정동 715,36.354969870294234,127.40742832588705
대전-대덕구-26,대전광역시,대덕구,오정동 715,"농수산오거리, 둔산동방면 BRT",대전광역시 대덕구 오정동 715,36.35568459999965,127.40680829999981
대전-대덕구-27,대전광역시,대덕구,오정동 726,"오정동 주민센터, 대전역방면 BRT",대전광역시 대덕구 오정동 726,36.352409599999845,127.41085230000012
대전-대덕구-28,대전광역시,대덕구,오정동 370-10,"한남오거리, 대전역방면 BRT",대전광역시 대덕구 오정동 370-10,36.35019640000001,127.41359039999975
대전-대덕구-29,대전광역시,대덕구,오정동 387-4,"한남오거리, 오정동행정복지센터 방면 BRT",대전광역시 대덕구 오정동 387-4,36.34929008809117,127.41596831887034
대전-대덕구-30,대전광역시,대덕구,오정동 734-1,"한남오거리, 한남대학교방면",대전광역시 대덕구 오정동 734-1,36.34929649999963,127.41589680000006
대전-대덕구-31,대전광역시,대덕구,오정동 735,"한남대학교, 한남육교 밑 홍도지하보도방면",대전광역시 대덕구 오정동 735,36.35092349999959,127.41924659999951
대전-대덕구-32,대전광역시,대덕구,오정동 753,"대덕구청, 대전역방면 BRT",대전광역시 대덕구 오정동 753,36.34666500000027,127.41794590000019
대전-대덕구-33,대전광역시,대덕구,와동 39-16,"와동초등학교, 들말 신대차고지방면",대전광역시 대덕구 와동 39-16,36.40016690000001,127.42305839999948
대전-대덕구-34,대전광역시,대덕구,와동 375,"와동 현대아파트, 신탄진방면",대전광역시 대덕구 와동 375,36.40029228,127.4231216
대전-대덕구-35,대전광역시,대덕구,읍내동 109-4,"대한통운 종점, 읍내동현대아파트방면",대전광역시 대덕구 읍내동 109-4,36.38361526,127.4255839
대전-대덕구-36,대전광역시,대덕구,읍내동 168-10,"대한통운 버스정류장, 금남고속 앞, 회덕동주민센터방면",대전광역시 대덕구 읍내동 168-10,36.38041072,127.4237064
대전-대덕구-37,대전광역시,대덕구,읍내동 227-6,"회덕동주민센터, 읍내네거리방면",대전광역시 대덕구 읍내동 227-6,36.37661001806996,127.4209088087082
대전-대덕구-38,대전광역시,대덕구,읍내동 317,회덕초등학교 앞,대전광역시 대덕구 읍내동 317,36.374484998738595,127.42031067609788
대전-대덕구-39,대전광역시,대덕구,읍내동 482-1,"읍내동 현대아파트, 동아교재방면",대전광역시 대덕구 읍내동 482-1,36.374770065678995,127.4182614684105
대전-대덕구-40,대전광역시,대덕구,읍내동 482-19,"당아래, 중리동방면",대전광역시 대덕구 읍내동 482-19,36.37470000000029,127.4181867999999
대전-대덕구-41,대전광역시,대덕구,읍내동 550,"읍내네거리, 대화공단삼거리방면",대전광역시 대덕구 읍내동 550,36.372382699999925,127.42016989999998
대전-대덕구-42,대전광역시,대덕구,읍내동 91-7,"대한통운, 대한통운종점방면",대전광역시 대덕구 읍내동 91-7,36.38063329999967,127.42453459999938
대전-대덕구-43,대전광역시,대덕구,읍내동 579,"회덕동주민센터, 대한통운방면",대전광역시 대덕구 읍내동 579,36.37644729999977,127.42095659999991
대전-대덕구-44,대전광역시,대덕구,읍내동 71-1,"읍내동 현대아파트, 대전지방국세청방면",대전광역시 대덕구 읍내동 71-1,36.37800239999997,127.42684789999981
대전-대덕구-45,대전광역시,대덕구,신대동 209-1,신대주공아파트,대전광역시 대덕구 신대동 209-1,36.40018879999991,127.42289320000017
대전-대덕구-46,대전광역시,대덕구,신대동 366-1,"와동초등학교, 와동현대아파트방면",대전광역시 대덕구 신대동 366-1,36.396299259769464,127.42249604379943
대전-대덕구-47,대전광역시,대덕구,송촌동 367,"한신휴플러스, 적십자혈액원 방면",대전광역시 대덕구 송촌동 367,36.352165200000165,127.44284169999938
대전-대덕구-48,대전광역시,대덕구,송촌동 367,"적십자혈액원, 동부네거리방면",대전광역시 대덕구 송촌동 367,36.352813000000125,127.44291849999942
